embedding_size,algorithm,n_clusters,ari_score,nmi_score,homogeneity,completeness,v_measure,precision,recall,f1_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,noise_points,total_points,noise_percentage,clustered_points,clustered_percentage
50,K-means++,13,0.4733819735835404,0.6891461450465088,0.9427693210244456,0.5430540937693774,0.6891461450465088,0.6245030291556228,0.8245010726025988,0.7106997375060556,0.6191384626849145,1973516.144559775,0.36933104709321984,0,962,0.0,962,100.0
50,Hierarchical (ward),13,0.48572286463465636,0.6951364379117939,0.9491712068309077,0.5483711891254409,0.6951364379117938,0.6234217171717171,0.8452128405324392,0.717569987245884,0.5647469939339185,1663028.6858449455,0.3888864496521914,0,962,0.0,962,100.0
50,Hierarchical (complete),13,0.7018821472150437,0.7629771643234545,0.9357156242720353,0.6440768849006603,0.7629771643234546,0.586890243902439,0.8579700817724564,0.6970006188206895,0.5394234856335551,1155591.9521577023,0.389291311524335,0,962,0.0,962,100.0
50,Hierarchical (average),13,0.9231682606004415,0.8919343350982467,0.9547287870808049,0.8368903561238914,0.8919343350982467,0.65,0.9129193151051269,0.759345091052789,0.8083864125101806,758437.5923683214,0.24687925995338936,0,962,0.0,962,100.0
50,Hierarchical (single),13,0.9218645124636908,0.8916260136291382,0.9339841959975774,0.8529432132851088,0.8916260136291383,0.6122448979591838,0.9551775977285212,0.7461965264159555,0.7386873637621053,635490.8499337441,0.21201501645147242,0,962,0.0,962,100.0
50,"DBSCAN (euclidean, eps=0.1, min_samples=2)",37,0.30407290469679044,0.510273400875813,0.825549963593175,0.3692552529243394,0.5102734008758129,0.4296636085626912,0.695894161436347,0.5312928479552042,,,,114,962,11.85031185031185,848,88.14968814968816
50,"DBSCAN (euclidean, eps=0.1, min_samples=3)",24,0.29684739828349743,0.4979691107962802,0.7740080260069383,0.36706176965091303,0.4979691107962802,0.3462962962962963,0.7375608281030136,0.4713067383431327,,,,140,962,14.553014553014554,822,85.44698544698545
50,"DBSCAN (euclidean, eps=0.1, min_samples=4)",19,0.2938985483094638,0.49788374626058135,0.758555676406966,0.3705477947108181,0.49788374626058135,0.3450782997762864,0.7375608281030136,0.47017742106168,,,,156,962,16.216216216216218,806,83.78378378378379
50,"DBSCAN (euclidean, eps=0.1, min_samples=5)",18,0.2871682846144895,0.4898250018810285,0.7400567844733968,0.36605321711512395,0.48982500188102857,0.2677083333333334,0.7373808425018619,0.39280692922410076,,,,167,962,17.35966735966736,795,82.64033264033263
50,"DBSCAN (euclidean, eps=0.25, min_samples=2)",15,0.8078672813984528,0.7868035701025277,0.9462161397360456,0.6733600805802733,0.7868035701025277,0.604100529100529,0.8151827337351785,0.6939450829274549,,,,20,962,2.079002079002079,942,97.92099792099792
