embedding_size,algorithm,n_clusters,noise_points,silhouette,calinski,davies,ari,nmi,homogeneity,completeness,v_measure,precision,recall,f1,total_points,noise_percentage,clustered_points,clustered_percentage
50,"Hierarchical (average, n=25)",25,0,0.5815150248789629,2013666.9278548062,0.35041825346678673,0.12147642012483388,0.3909635087650854,0.3335306451703131,0.4722903261748631,0.3909635087650854,0.34794267703204923,0.18351078344621832,0.24028908645759733,683,0.0,683,100.0
50,"Hierarchical (single, n=25)",25,0,0.059787357549113504,333711.74079571065,0.43919532413837203,0.1523972260908397,0.4170996274744876,0.2980342361400767,0.694589994161565,0.41709962747448753,0.48117173185460343,0.1850173581513204,0.2672668285337505,683,0.0,683,100.0
50,"Hierarchical (ward, n=30)",30,0,0.49613368254187945,4631254.721429725,0.5281868111714344,0.1269202997422231,0.39318025637908377,0.38764405489164816,0.3988768813000417,0.3931802563790837,0.24248031418686009,0.19245959998592183,0.21459361512783484,683,0.0,683,100.0
50,"Hierarchical (complete, n=30)",30,0,0.47457977865924045,3058599.605197434,0.44100954650286445,0.13614316051564881,0.3817315137287041,0.34980210338392803,0.4200753614711558,0.3817315137287041,0.2646628946301205,0.16235013829258993,0.2012493963007188,683,0.0,683,100.0
50,"Hierarchical (average, n=30)",30,0,0.5153032904984965,2362827.7991016274,0.3878039615141687,0.1289543009040428,0.384585270152819,0.3411661524996677,0.44066761905359647,0.384585270152819,0.2619109791883428,0.1545753581800905,0.19441206006967943,683,0.0,683,100.0
50,"Hierarchical (single, n=30)",30,0,0.03115002780748937,275146.77031357115,0.4301350041299575,0.15226871272970188,0.4216037425015619,0.30322274143928596,0.6916178258311112,0.42160374250156185,0.47713385061957697,0.15996937133100655,0.2396057640100158,683,0.0,683,100.0
50,"Hierarchical (ward, n=35)",35,0,0.4835322756686567,5012695.8320545405,0.5335135937752307,0.12538033102716933,0.3973952823224031,0.39945610932074077,0.3953556101373891,0.39739528232240307,0.21996322500458926,0.16995501586059394,0.19175226740586404,683,0.0,683,100.0
50,"Hierarchical (complete, n=35)",35,0,0.44451236824218526,3533997.580446033,0.4915349126681674,0.14056716179509882,0.3925151890744058,0.37425337081595683,0.4126506136232779,0.3925151890744058,0.2763880438241302,0.17648109340173607,0.2154143886953463,683,0.0,683,100.0
50,"Hierarchical (average, n=35)",35,0,0.4860934988244012,2757042.6944004013,0.4044437110956964,0.13870217426127937,0.39347586289138387,0.361152599133403,0.43215375056863986,0.39347586289138387,0.2848058674297694,0.1569520851327313,0.202377227130118,683,0.0,683,100.0
50,"Hierarchical (single, n=35)",35,0,0.07323358663172456,308003.7155539452,0.42092194496917046,0.1543770437418134,0.42856930852513747,0.326515579510586,0.6234224471744186,0.42856930852513747,0.4074782748984083,0.14523407945114178,0.2141429685278313,683,0.0,683,100.0
50,"DBSCAN (euclidean, eps=0.1, min_samples=2)",29,84,0.2868903395924768,196251.50385242922,0.5338617742141871,0.1097887386322239,0.3843811586056966,0.34153373976589635,0.43952175040059527,0.3843811586056966,0.31389631476687163,0.16472526999666895,0.2160648698134983,683,12.298682284040996,599,87.70131771595901
50,"DBSCAN (euclidean, eps=0.1, min_samples=3)",17,108,0.39015140115828967,326116.79134239873,0.5443710847946142,0.1026989886283916,0.35744822576757845,0.3079431129279127,0.42591925071329056,0.3574482257675785,0.31420908318337576,0.24639359212031403,0.27619955484673,683,15.812591508052709,575,84.1874084919473
50,"DBSCAN (euclidean, eps=0.1, min_samples=4)",14,119,0.5225847664559206,392923.35993614333,0.4274226028675079,0.09907233734879387,0.34717339653446827,0.29560608106922265,0.4205338727519483,0.3471733965344682,0.35399193474130386,0.29177107597647556,0.3198839387584665,683,17.423133235724745,564,82.57686676427525
50,"DBSCAN (euclidean, eps=0.1, min_samples=5)",15,122,0.5202314566032648,371368.0469590565,0.4652390113807641,0.09778659896948746,0.34487339697220726,0.29474811061960615,0.41554087385391303,0.34487339697220726,0.34173030674687965,0.2681187170612792,0.3004818827249715,683,17.86237188872621,561,82.1376281112738
50,"DBSCAN (euclidean, eps=0.25, min_samples=2)",14,13,0.27592635656794057,96953.5961954445,0.4347934334269587,0.15099794772736602,0.40554258627991807,0.3002248892153995,0.6246766817294415,0.40554258627991807,0.4068432368263659,0.2714701402280018,0.3256482749365426,683,1.903367496339678,670,98.09663250366032
50,"DBSCAN (euclidean, eps=0.25, min_samples=3)",12,17,0.27512832465132264,113733.62533782238,0.46995773355683457,0.1509681388713158,0.40289896301223865,0.2971023440122107,0.6257116785365531,0.40289896301223865,0.39285949532871667,0.32445272590410473,0.3553942910317189,683,2.4890190336749636,666,97.51098096632504
50,"DBSCAN (euclidean, eps=0.25, min_samples=4)",10,25,0.7130362041971828,137135.21664637997,0.350134906149001,0.1505412517696856,0.39480008820120155,0.28925034467825705,0.6216422857247754,0.39480008820120155,0.34350418075390227,0.33218871935853067,0.33775170311824443,683,3.6603221083455346,658,96.33967789165446
50,"DBSCAN (euclidean, eps=0.25, min_samples=5)",9,30,0.7256039673532031,153132.29532569772,0.26832490749843324,0.15010858766078186,0.3874658478462525,0.28263815172435347,0.6158953404653595,0.38746584784625254,0.34885459882929243,0.34874092462771705,0.34879775246681677,683,4.392386530014641,653,95.60761346998537
50,"DBSCAN (euclidean, eps=0.5, min_samples=2)",8,6,0.7931537214373366,117513.65169553297,0.2000508916874727,0.1474678351787812,0.39184645682272784,0.26989969854225887,0.7148167544637822,0.39184645682272784,0.4358548935678179,0.39092055684822985,0.41216665930953034,683,0.8784773060029283,677,99.12152269399708
50,"DBSCAN (euclidean, eps=0.5, min_samples=3)",6,10,0.9451795576278149,163305.27774627705,0.11448692096458872,0.14749792887203989,0.3894108169155044,0.2673335658439684,0.7166819730166506,0.3894108169155044,0.37943248220624204,0.5393978588048668,0.4454904443791941,683,1.4641288433382138,673,98.5358711566618
50,"DBSCAN (euclidean, eps=0.5, min_samples=4)",6,10,0.9451795576278149,163305.27774627705,0.11448692096458872,0.14749792887203989,0.3894108169155044,0.2673335658439684,0.7166819730166506,0.3894108169155044,0.37943248220624204,0.5393978588048668,0.4454904443791941,683,1.4641288433382138,673,98.5358711566618
50,"DBSCAN (euclidean, eps=0.5, min_samples=5)",6,10,0.9451795576278149,163305.27774627705,0.11448692096458872,0.14749792887203989,0.3894108169155044,0.2673335658439684,0.7166819730166506,0.3894108169155044,0.37943248220624204,0.5393978588048668,0.4454904443791941,683,1.4641288433382138,673,98.5358711566618
50,"DBSCAN (euclidean, eps=0.75, min_samples=2)",6,3,0.9424346835353009,151485.14726364787,0.12689956688136358,0.14563282603566438,0.381226299734497,0.26039160114774224,0.7113093280650434,0.381226299734497,0.3582664190359854,0.4530883349953431,0.40013652346083545,683,0.43923865300146414,680,99.56076134699853
50,"DBSCAN (euclidean, eps=0.75, min_samples=3)",6,3,0.9424346835353009,151485.14726364787,0.12689956688136358,0.14563282603566438,0.381226299734497,0.26039160114774224,0.7113093280650434,0.381226299734497,0.3582664190359854,0.4530883349953431,0.40013652346083545,683,0.43923865300146414,680,99.56076134699853
