ari_score,nmi_score,homogeneity,completeness,v_measure,precision,recall,f1_score,precision_hungarian,recall_hungarian,f1_score_hungarian
0.507857454251334,0.6944897683807052,0.6418276768303008,0.7565661772495443,0.6944897683807052,0.3243042133986235,0.7950250481926988,0.46068655887685006,0.5169757103078356,0.6774454864305749,0.5864310889636459
