embedding_size,algorithm,n_clusters,ari_score,nmi_score,homogeneity,completeness,v_measure,precision,recall,f1_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,noise_points,total_points,noise_percentage,clustered_points,clustered_percentage
50,K-means++,13,0.5003766811243325,0.7178629615221024,0.9740150109091208,0.5683856468485534,0.7178629615221024,0.6142903858731197,0.8391520711704197,0.7093270835834169,0.6191384626849145,1973516.144559775,0.36933104709321984,0,962,0.0,962,100.0
50,Hierarchical (ward),13,0.5131637026347337,0.7198962717099666,0.974054237833147,0.5709257830207242,0.7198962717099665,0.6157024793388429,0.846027800945232,0.7127189217566673,0.5647469939339185,1663028.6858449455,0.3888864496521914,0,962,0.0,962,100.0
50,Hierarchical (complete),13,0.7462887006080092,0.8113377782780488,0.9723184120260104,0.6960904653839792,0.8113377782780489,0.6136363636363636,0.8882996941896024,0.7258537956014145,0.5394234856335551,1155591.9521577023,0.389291311524335,0,962,0.0,962,100.0
50,Hierarchical (average),13,0.9831331688506791,0.9594331972689149,0.9745443013683651,0.9447835577678345,0.9594331972689149,0.6363636363636365,0.9274900731452455,0.75482885905388,0.8083864125101806,758437.5923683214,0.24687925995338936,0,962,0.0,962,100.0
50,Hierarchical (single),13,0.98417330744898,0.9670283281719357,0.9745443013683651,0.9596273985314926,0.9670283281719357,0.6363636363636365,0.9682424242424242,0.7679819802496946,0.7386873637621053,635490.8499337441,0.21201501645147242,0,962,0.0,962,100.0
50,"DBSCAN (euclidean, eps=0.1, min_samples=2)",37,0.32413661192362003,0.5165558915869841,0.8533654774378918,0.37037489579843297,0.516555891586984,0.4622823984526111,0.7181993533198848,0.5625007233213313,,,,114,962,11.85031185031185,848,88.14968814968816
50,"DBSCAN (euclidean, eps=0.1, min_samples=3)",24,0.3174849961802916,0.504154372273806,0.7975679921227466,0.36856477322988845,0.5041543722738059,0.3727272727272728,0.7636538987744302,0.5009492274878221,,,,140,962,14.553014553014554,822,85.44698544698545
50,"DBSCAN (euclidean, eps=0.1, min_samples=4)",19,0.31535321535188027,0.5053112848971895,0.7838429688754215,0.37282958200870137,0.5053112848971895,0.3718386876281612,0.7636538987744302,0.5001460457298583,,,,156,962,16.216216216216218,806,83.78378378378379
50,"DBSCAN (euclidean, eps=0.1, min_samples=5)",18,0.308589028819759,0.496690004998541,0.7636544737439858,0.36803082957593547,0.49669000499854093,0.37121212121212127,0.7634453916851892,0.49953431772275464,,,,167,962,17.35966735966736,795,82.64033264033263
50,"DBSCAN (euclidean, eps=0.25, min_samples=2)",15,0.8589348130328809,0.8335786984030564,0.9654873827583669,0.733381264943903,0.8335786984030563,0.5778221778221778,0.8578790864308105,0.6905358020806235,,,,20,962,2.079002079002079,942,97.92099792099792
