algorithm,n_clusters,noise_points,embedding_size,ari,nmi,homogeneity,completeness,v_measure,precision,recall,f1,silhouette,calinski_harabasz,davies_bouldin,labels
K-means++ (n=10),10,0,50,-0.0024188684910478853,0.07044091161974052,0.05476527072359608,0.09868897740655555,0.07044091161974052,0.04023707468736404,0.5164506277574858,0.07465752302467177,0.6371911700844879,1497567.1236433329,0.2933445535131603,"[3 0 0 0 6 5 3 0 6 6 1 0 1 5 5 0 5 0 5 3 0 1 2 1 0 1 0 0 5 5 4 1 0 0 6 5 1
 1 3 1 6 1 1 1 5 0 4 6 5 5 5 0 0 1 0 9 1 1 6 5 3 9 0 0 0 0 0 5 8 0 4 5 1 6
 0 6 0 5 0 0 3 1 6 5 5 9 0 4 3 0 1 1 1 0 0 0 1 0 6 6 0 5 0 0 0 1 5 1 5 5 1
 0 5 1 5 1 5 1 5 0 5 5 1 0 2 5 5 1 6 0 0 0 1 5 1 6 1 1 5 1 3 0 0 0 5 1 6 3
 1 1 5 1 6 1 1 0 1 1 1 5 1 5 0 0 0 3 1 1 5 5 1 1 0 4 0 5 1 1 1 1 1 5 5 0 3
 6 6 5 5 2 0 3 5 0 6 1 6 1 0 1 5 1 5 9 0 1 9 6 5 6 0 0 1 0 9 1 0 6 0 5 0 5
 0 6 1 6 1 5 1 4 6 5 1 6 1 1 1 1 6 6 6 1 1 5 1 0 5 6 1 1 0 1 5 0 0 5 5 0 5
 5 0 1 5 8 6 5 1 0 9 5 6 5 9 1 1 5 5 4 0 4 1 6 0 9 5 1 6 1 1 0 1 1 1 3 0 0
 0 5 6 5 0 0 0 0 6 0 0 5 1 3 1 6 5 5 0 3 5 1 0 1 6 1 5 5 0 0 1 0 5 5 5 0 5
 0 6 5 1 5 0 5 0 0 1 0 0 1 6 0 0 0 9 0 5 1 1 1 1 4 1 1 1 0 1 0 0 7 1 6 1 5
 4 3 6 6 6 0 2 0 0 9 1 5 0 5 1 1 0 0 0 0 0 1 0 0 6 1 1 1 1 6 5 1 3 6 5 4 6
 0 5 3 5 5 1 0 5 9 0 1 1 1 1 1 1 1 1 1 5 6 1 1 1 1 1 5 6 1 5 5 5 5 5 1 1 5
 5 5 6 5 0 0 0 1 5 9 1 1 1 0 1 4 0 5 0 1 5 4 0 1 1 5 1 1 1 5 4 1 6 1 0 5 1
 0 6 1 3 0 0 2 6 5 5 2 5 1 1 4 0 0 1 3 6 0 5 0 1 5 1 1 5 4 6 6 2 3 1 5 0 5
 6 0 0 1 5 4 6 5 0 0 6 1 1 0 1 0 0 1 1 1 0 6 1 6 6 4 5 0 0 1 3 1 6 1 0 1 1
 0 0 0 1 1 1 1 1 1 5 5 1 0 0 0 0 5 4 4 6 6 1 0 0 5 5 1 6 1 3 6 6 1 9 0 1 0
 5 6 1 5 6 1 1 1 1 1 1 0 5 0 1 5 1 1 1 1 5 1 0 0 0 3 0 5 5 6 0 1 4 1 4 1 6
 0 6 0 5 1 1 1 1 2 0 5 3 0 1 1 1 1 1 1 3 6 5 6 0 1 5 0 5 1 1 1 4 0 6 6 1 1
 6 9 5 0 0 0 4 5 0 0 0 5 1 6 1 1 4]"
K-means++ (n=15),15,0,50,0.004695377090871538,0.10261819103620175,0.08765218579702444,0.12374716456178744,0.10261819103620176,0.047082335420761845,0.418070835174467,0.08463341770253514,0.5585885316348175,2131419.504946985,0.41557967945683727,"[ 3  8  8  8 13  0  3  8  5  5  1  8  1  0  0  0 11  8  0  3  8  1  9 10
  8 10  0  0 11 11  2  1  8  8  5 11  1 10  3  1  5  1  1 10 11  8 14 13
  0  0 11  8  8  1  8  4 10  1  5 11  3  4  0  8  8  8  8  0  7  0  2 11
  1 13  8  5  8 11  8  8  3  1  5 11  0  4  8  2  3  0  1 10 10  8  8  0
  1  8 13  5  8  0  8  8  0  1 11 10 11  0 10  8 11  1  0  1  0 10  0  8
  0  0 10  8  9  0  0  1 13  8  8  8  1  0 10 13 10  1  0  1  3  8  8  8
  0 10 13  3 10 10 11 10 13  1 10  8  1  1 10 11 10  0  8  8  8  3  1  1
 11 11  1  1  8 14  8  0  1 10 10 10 10 11  0  0  3 13 13 11 11  9  8  3
 11  8 13  1 13  1  8  1 11 10  0  4  8  1  4 13  0 13  8  8  1  8  4  1
  8 13  8 11  8 11  8  5  1  5 10 11  1  2 13 11  1 13  1  1 10 10 13 13
 13  1 10  0 10  8 11 13 10 10  8  1 11  0  8  0  0  0  0  0  8  1 11  7
 13  0 10  8  4  0 13 11  4 10  1 11  0 14  8 14 10 13  8  4  0 10 13  1
  1  8 10  1  1  3  8  8  8  0 13  0  8  8  8  8 13  8  8  0 10  3 10 13
  0  0  8  3  0  1  8  1  5 10  0 11  8  8 10  8  0 11  0  0  0  8 13  0
 10  0  8  0  8  8  1  8  0  1 13  8  8  8  4  8  0 10 10 10 10 14 10  1
  1  8  1  8  8  6 10 13  1 11  2  3 13  5 13  8  9  8  8  4  1 11  8 11
 10  1  8  8  8  8  8  1  8  8  5  1 10  1  1 13 11  1  3  5 11 14 13  8
  0  3  0 11  1  8  0  4  8 10 10 10 10 10 10  1  1 10 11 13  1  1  1  1
  1  0 13  1 11 11 11  0  0 10 10 11 11 11 13 11  8  8  0 10  0  4  1  1
  1  8  1 14  8 11  8  1 11 14  8 10  1 11  1  1  1 11 14  1 13  1  8  0
  1  8 13  1  3  8  8  9 13  0  0  9  0  1 10 14  8  8  1  3 13  8  0  0
  1 11  1 10 11 14 13  5  9  3  1  0  8  0  5  8  8 10 11  2 13  0  8  8
 13  1 10  8 10  8  8 10 10  1  8 13  1  5 13  2  0  8  8  1  3  1 13 10
  0  1 10  8  8  8  1  1 10  1  1 10  0  0 10  0  8  8  8 11 14  2 13  5
  1  8  0  0 11  1 13 10  3 13 13  1  4  8  1  8  0 13  1 11 13  1  1 10
  1 10 10  8 11  8  1  0  1 10 10  1  0  1  8  0  0 12  8  0  0 13  8 10
  2  1  2 10 13  8 13  8  0 10  1  1 10  9  0 11  3  8 10  1  1 10  1  1
  3 13  0  5  8 10  0  0 11  1 10 10  2  8 13 13 10 10  5  4  0  8  8  8
 14  0  8  8  8  0  1 13 10 10 14]"
K-means++ (n=20),20,0,50,0.0018318463807959085,0.11976598106837782,0.10679584385866799,0.136322010998685,0.11976598106837782,0.05167113861954179,0.3906459816614203,0.09126991357138758,0.5397171347705074,3296363.3386971555,0.38570098295155697,"[ 0 17  1 17  9 15  0  1 18 18  2 17  2 15 15  1  5 17  5  0  1  2 10  7
 17  7  1  1 13  5 14  2  1  1 18  5  2  7  0  2 18  2  2  7  5  1 12  9
 15 15 13 17  1  2 17  4 16  2 18  5  0  4  1 17 17  1 17 15  8 15  3  5
  7  9  1 18  1  5  1  1 19  2 18  5  5  4 17  3  0  1  2  7  7  1  1 15
  2 17  9 18  1 15  1  1  1  7 13  7  5 15  7  1  5  2 15  7 15  7 15 17
 15 15  7  1 10  5  5  2  9 17  1  1  2 15  7  9  7  2 15  2  0 17  1  1
 15  7  9  0  7  7  5  7  9  2  7  1  2  7  7 13  7 15  1  1 17  0  2  2
  5 13  2  2  1 12 17 15  2  7  7  7  7  5  5 15  0  9  9  5  5 10 17  0
  5  1  9  2  9  2  1  2  5  7 15  4 17  2  4  9  5  9  1  1  2  1  4  2
  1  9  1  5  1  5  1 18  7 18  7  5  2  3  9  5  2  9  2  7  7  7  9  9
  9  7  7 15  7  1  5  9  7  7  1  7  5 15 17 15  5  1  5  5 17  2  5  8
  9  5  7 17  4 15  9  5  4  7  2  5 15 12 17 12  7  9 17  4  5  7  9  2
  2  1  7  2  2  0  1  1  1 15  9 15  1  1 17 17  9  1 17 15  7  0  7  9
  5 15 17  0 15  7  1  2 18  7 15  5 17  1  7 17  5  5 15 15 15 17  9 15
  7 15 17 15  1 17  7 17  1  2  9  1 17  1  4  1  5  7  7  7  7 12  7  7
  2 17  7  1 17  6  7  9  2 13  3  0  9 18  9  1 10  1 17  4  2  5 17  5
  7  2  1 17  1  1 17  2  1  1 18  2  7  7  7  9  5  2  0 18 13 12  9 17
 15  0 15  5  2  1  5  4 17  7  7  7  7  7  7  2  2  7 13  9  2  7  2  2
  2 15  9  2  5  5  5 15 15  7  7  5  5  5  9 13 17 17 15  7 15  4  2  2
  2  1  7 12 17  5 17  2  5 12 17  7  7  5  2  2  2 13 12  2  9  2  1 15
  2  1  9  2  0  1  1 10  9 15  5 10 15  2  7 12  1  1  2  0  9  1 15  1
  2  5  2  7 13 12  9 18 10  0  2 15  1 15 18 17 17  7 13  3  9  5  1 17
  9  2  7  1  7  1 17  7  7  2  1  9  2 18  9  3 15 17  1  2  0  2  9  7
  1  2  7 17 17 17  2  7  7  2  2  7  5 15  7 15 17 17  1 13 12  3  9 18
  2 17 15  5  5  7  9  7  0  9  9  2  4 17  2 17 15  9  2  5  9  2  2  7
  2  7  7  1  5  1  2 15  2  7  7  2  5  2  1  1  1 11 17  5 15  9  1  7
  3  2  3  7  9  1  9  1 15  7  2  2  7 10 15  5  0  1  7  2  7  7  2  2
  0  9 15 18  1  7 15 15 13  2  7  7  3  1  9  2  7  7 18  4 15  1 17  1
 12 15  1  1  1 15  2  9  7  7 12]"
K-means++ (n=25),25,0,50,0.005991157067361508,0.14704667006108668,0.13919801652169425,0.15583330093029255,0.14704667006108668,0.07132324122143274,0.35314309683709894,0.11867753940913445,0.5316332019785617,4372325.608327146,0.4303996134530363,"[ 3 16 16 16  8 12 21 16 13 13 24  7 20 12 12  0 23  7 12  3  0 20 11  1
  7  1  0  0  6 23 17 20 16 16 13 23 20  1  3 20 13 20 20  1 23 16  2  8
 12 12  6  7  0 24 16  4 15 24 13 23 21  4  0  7  7 16  7 12 10  0 14 23
  1  8 16 13 16 23  0 16 18 24 13 23 12  4  7 14 21  0 24 19 19  0 16  0
 24  7  8 13  0 12  0 16  0  1  6  1 23 12  1 16 23 24 12  1 12 19 12  7
 12 12  1 16 11 12 12 24  8  7 16 16 24 12 19  8  1 24 12 20  3  7 16 16
 12  1  8 21 19 19 23 19  8 24 19 16 20  1  1  6 19 12 16  0  7  3 20 24
 23  6 24 24 16  2 16 12 20  1 19 19 19 23 12  0  3  8  8 23 23 11  7  3
 23 16  8  1 20 24 16 24 23 19 12  4  7 20  4  8 12  8  0 16 20  0  4 20
 16  8  0 23  0 23 16 13  1 13 19 23 20 14  8 23 24  8 20  1 19 19  8  8
  8  1  1 12  1 16 23  8  1 19 16  1 23  0  7 12 12  0 12 12  7 20 23 10
  8 23 19  7  4 12  8 23  4 19 24 23 12  2 16  2  1 20 16  4 12 19  8 20
 24  0 19 20 24  3  0 16  0 12  8 12 16  0  7 16  8  0  7 12  1  3 19  8
 23 12  7 21 12  1  0 20 13 19 12 23 16  0  1  7 12 23 12  0 12  7  8 12
  1 12  7 12 16  7  1  7  0 24  8  0 16 16  4 16 12 19 19  1  1 22  1  1
 24  7  1 16  7  5 19  8 24 23 14  3  8 13  8 16 11 16  7  4 24 23 16 23
 19 20 16  7 16 16  7 20 16 16 13 20 19  1  1 20 23 24  3 13  6  2  8  7
 12  3 12 23 20 16 12  4 16  1 19 19  1 19 19 24 24 19  6  8 20  1 24 24
 24 12 20 24 23 23 23 12 12 19 19 23 23 23  8  6  7  7  0 19 12  4 20 24
 24  0  1  2 16 23  7 24 23  2  7 19  1 23 24 20 24  6  2 24  8 24 16 12
 24 16  8 20  3 16 16 11  8 12 12 11 12 20 19  2 16  0 24  3  8 16 12  0
 20 23 20  1  6  2  8 13 11  3 20 12  0 12 13 16  7  1  6 14  8 12  0  7
  8 24 19 16 19 16  7 19 19 24 16  8 20 13  8 14 12  7 16 20  3 24  8 19
  0 24 19  7  7  7 20  1  1 20 24 19 12 12 19  0  7  7  0  6 22 14  8 13
 20  7  0 12 23  1  8  1  3  8  8 24  4  7 20  7 12  8 24 23  8 20 24  1
 20 19 19 16 23 16 24 12 24 19  1 24 12 20  0  0  0  9  7 12 12  8 16  1
 14 24 14 19  8 16  8 16 12  1  1 24  1 11  0 23  3 16 19 24  1 19 24 24
  3  8 12 13 16 19 12  0  6 20 19 19 14 16  8 20 19 19 13  4 12 16 16  0
  2 12 16 16  0 12 24  8  1 19  2]"
K-means++ (n=30),30,0,50,0.0015430136675581468,0.16089371325811122,0.15799259711704877,0.16390336501713243,0.16089371325811125,0.07577114038700758,0.3389620920347085,0.12385573305261298,0.5107208068461555,4850797.902192623,0.5098270320488336,"[26  0  0  0  7  5  3 23 16 16 21 17 11  5 27 29  9 17 27 26 23 11  2  1
 17  1 29 29 25  9 19 11  0  0 16  9 11  1 26 11 16 11 11  1 27  0  8 24
  5  5 25 17 23 21  0 10 15 21 16  9  3 10 29 17 17  0 17  5 12 29 28  9
  1 24  0 16 23 27 23  0 18 21 16  9 27 10 17 14  3 29 21 20 20 23 23 29
 21 17  7 16 23  5 23  0 29  1 25  1  9  5  1  0  9 21  5  1  5 20  5 17
  5  5  1  0  2 27 27 21 24 17  0 23 21  5 20  7  1 21  5 11 26 17  0  0
  5  1  7  3 20 20  9 20  7 21 20  0 11  1  1 22 20  5  0 23 17 26 11 21
  9 22 21 21  0  8  0  5 11  1 20 20 20  9 27 29 26 24 24 27 27  2 17 26
  9  0 24 21  7 21  0 21  9 20  5 10 17 11 10 24 27  7 23  0 11 23 10 11
  0 24 23 27 29  9  0 16  1 16 20 27 11 14  7 27 21 24 11  1 20 20  7  7
  7  1  1  5  1 23  9 24  1 20 23  1  9 29 17  5 27 29 27 27 17 11 27 12
  7 27 20 17 10  5 24  9 10 20 21  9  5  8  0  8  1  7  0 10 27 20 24 11
 21 23 20 11 21 26 23  0 23 27  7  5  0 23 17  0 24 23 17  5  1 26 20 24
 27 27 17  3  5  1 23 11 16 20  5  9  0 23  1 17 27  9  5 29 27 17 24 27
  1  5  0  5  0  0  1 17 29 21  7 23  0  0 10  0 27 20 20  1  1  4  1  1
 21 17  1 23 17  6 20 24 21 25 14  3  7 16 24  0  2  0 17 10 21 27  0  9
 20 11  0 17  0  0 17 11  0 23 16 11 20  1  1  7 27 21 26 16 25  8 24 17
  5 26  5  9 11  0 27 10  0  1 20 20  1 20 20 21 21 20 22 24 11  1 21 21
 21  5  7 21  9  9  9  5  5 20 20  9  9  9  7 25 17 17 29 20  5 10 11 21
 21 23  1  8  0  9 17 21  9  8 17 20  1  9 21 11 21 25  8 21 24 21  0  5
 21  0 24 11 26  0  0  2  7 27 27  2  5 11 20  8  0 23 21  3 24  0  5 29
 11  9 11  1 25  8  7 16  2 26 11  5 23  5 16  0 17  1 25 14 24 27 23 17
  7 21 20  0 20  0  0 20 20 21  0  7 11 16 24 14 27  0 23 11 26 21 24 20
 29 21 20 17 17 17 11  1  1 11 21 20 27  5 20 29 17 17 23 22  4 14  7 16
 11 17 29 27  9  1 24  1 26 24  7 21 10 17 11  0  5 24 21  9 24 11 21  1
 11 20 20  0  9  0 21 27 21 20  1 21 27 11 23 29 29 13 17 27  5 24  0  1
 14 21 14 20 24  0 24  0  5  1 21 21  1  2 29 27 26 23 20 21  1 20 21 21
 26 24  5 16  0 20  5 29 25 11 20 20 14  0 24 11 20 20 16 10 27  0  0 23
  8  5  0  0 23 27 21 24  1 20  8]"
K-means++ (n=35),35,0,50,0.0038807600568578045,0.1797077242905916,0.18052223007203866,0.17890053550054058,0.17970772429059162,0.08696828809797556,0.33398833844830234,0.1380018377562844,0.4944733831652458,5070856.806158378,0.5294032431670084,"[19  0 24  0 26 20  3 34 14 14  8 23 27 20  5 16 33 23  5 19 34 27 10 15
 23 15 16 16 21 30 18 27  0 24 14 30 27 15 19 27 14 27 27 15 30 24 29  6
 20 20 21 23 34  8  0  2 17  8 14 33  3  2 16 23 23 24 23 20  9 16 25 33
 15  6 24 14 34 30 34 24 22  8 14 33  5  2 23  4  3 16  8  1  1 16 34 16
  8 23 26 14 34 20 34  0 16 15 21 15 30 20 15 24 30  8 20 15 20  1 20  0
 20 20 15 24 31  5  5  8  6 23  0 34  8 20  1 26 15  8 20 27 19 23  0 24
 20 15 26  3  1  1 30  1 26  8  1 24 27 15 15 13  1 20 24 34 23 19 27  8
 30 13  8  8 24 29  0 20 27 15  1  1  1 33  5 16 19  6  6 30 30 31 23 32
 33 24  6  8 26  8  0  8 33  1 20  2 23 27  2  6  5 26 34  0 27 34  2 27
 24  6 34 30 16 33  0 14 15 14  1 30 27  4 26 30  8  6 27 15  1  1 26 26
 26 15 15 20 15 34 30  6 15  1 24 15 33 16 23 20  5 16  5  5 23 27 30  9
 26  5  1  0  2 20  6 30  2  1  8 33 20 29  0 11 15 26  0  2  5  1  6 27
  8 34  1 27  8 19 34  0 34  5 26 20  0 34 23  0  6 34 23 20 15 19  1  6
  5  5 23  3 20 15 34 27 14  1 20 30  0 34 15 23  5 33 20 16  5  0  6  5
 15 20  0 20  0  0 15 23 16  8 26 34  0 24  2 24  5  1  1 15 15 28 15 15
  8 23 15 34 23  7  1  6  8 21  4 19 26 14  6 24 10 24 23  2  8 30  0 30
  1 27 24  0 24 24  0 27 24 34 14 27  1 15 15 26 30  8 19 14 21 29  6 23
 20 19 20 30 27  0  5  2  0 15  1  1 15  1  1  8  8  1 13  6 27 15  8  8
  8 20 26  8 30 33 30 20 20  1  1 30 30 33 26 21 23 23 16  1 20  2 27  8
  8 34 15 11  0 30 23  8 30 29 23  1 15 30  8 27  8 21 29  8  6  8 24  5
  8 24  6 27 19 24 24 31 26  5  5 10 20 27  1 29  0 34  8 19  6 24 20 16
 27 30 27 15 21 29 26 14 10 32 27 20 34 20 14  0 23 15 21  4  6  5 16 23
 26  8  1 24  1 24  0  1  1  8  0 26 27 14  6  4  5  0 34 27 19  8  6  1
 16  8  1 23 23 23 27 15 15 27  8  1  5 20  1 16 23 23 34 13 28  4 26 14
 27 23 16  5 33 15  6 15 19  6 26  8  2 23 27  0 20  6  8 30  6 27  8 15
 27  1  1 24 30 24  8  5  8  1 15  8  5 27 34 16 16 12 23  5 20  6 24 15
  4  8  4  1  6 24  6 24 20 15  8  8 15 10 16 30 19 34 15  8 15  1  8  8
 19  6 20 14 24  1 20 16 21 27  1  1  4 24  6 27  1  1 14  2  5 24  0 34
 29 20 24 24 34  5  8  6 15  1 11]"
"Hierarchical (ward, n=10)",10,0,50,-0.0026373496656693332,0.06716934862061925,0.05209609110796265,0.09451627997069201,0.06716934862061927,0.04014422550300841,0.5172038558780024,0.07450549814380106,0.6306665406715641,1565673.669649422,0.3707707004655606,"[9 6 6 6 7 3 9 6 7 7 2 6 2 3 3 6 3 6 3 9 6 2 0 2 6 2 6 6 3 3 1 2 6 6 7 3 2
 2 9 2 7 2 2 2 3 6 1 7 3 3 3 6 6 2 6 0 2 2 7 3 9 0 6 6 6 6 6 3 8 6 1 3 2 7
 6 7 6 3 6 6 4 2 7 3 3 0 6 1 9 6 2 2 2 6 6 6 2 6 7 7 6 3 6 6 6 2 3 2 3 3 2
 6 3 2 3 2 3 2 3 6 3 3 2 6 0 3 3 2 7 6 6 6 2 3 2 7 2 2 3 2 9 6 6 6 3 2 7 9
 2 2 3 2 7 2 2 6 2 2 2 3 2 3 6 6 6 9 2 2 3 3 2 2 6 1 6 3 2 2 2 2 2 3 3 6 9
 7 7 3 3 0 6 9 3 6 7 2 7 2 6 2 3 2 3 0 6 2 0 7 3 7 6 6 2 6 0 2 6 7 6 3 6 3
 6 7 2 7 2 3 2 1 7 3 2 7 2 2 2 2 7 7 7 2 2 3 2 6 3 7 2 2 6 2 3 6 6 3 3 6 3
 3 6 2 3 8 7 3 2 6 0 3 7 3 0 2 2 3 3 1 6 1 2 7 6 0 3 2 7 2 2 6 2 2 2 9 6 6
 6 3 7 3 6 6 6 6 7 6 6 3 2 9 2 7 3 3 6 9 3 2 6 2 7 2 3 3 6 6 2 6 3 3 3 6 3
 6 7 3 2 3 6 3 6 6 2 6 6 2 7 6 6 6 0 6 3 2 2 2 2 1 2 2 2 6 2 6 6 5 2 7 2 3
 1 9 7 7 7 6 0 6 6 0 2 3 6 3 2 2 6 6 6 6 6 2 6 6 7 2 2 2 2 7 3 2 9 7 3 1 7
 6 3 9 3 3 2 6 3 0 6 2 2 2 2 2 2 2 2 2 3 7 2 2 2 2 2 3 7 2 3 3 3 3 3 2 2 3
 3 3 7 3 6 6 6 2 3 0 2 2 2 6 2 1 6 3 6 2 3 1 6 2 2 3 2 7 2 3 1 2 7 2 6 3 2
 6 7 2 9 6 6 0 7 3 3 0 3 2 2 1 6 6 2 9 7 6 3 6 2 3 2 2 3 1 7 7 0 9 2 3 6 3
 7 6 6 2 3 1 7 3 6 6 7 2 2 6 2 6 6 2 2 2 6 7 2 7 7 1 3 6 6 2 9 2 7 2 6 2 2
 6 6 6 2 2 2 2 2 2 3 3 2 6 6 6 6 3 1 1 7 7 2 6 6 3 3 2 7 2 9 7 7 2 0 6 2 6
 3 7 2 3 7 2 2 2 2 2 2 6 3 6 2 3 2 2 2 2 3 2 6 6 6 4 6 3 3 7 6 2 1 2 1 2 7
 6 7 6 3 2 2 2 2 0 6 3 9 6 2 2 2 2 2 2 9 7 3 7 6 2 3 6 3 2 2 2 1 6 7 2 2 2
 7 0 3 6 6 6 1 3 6 6 6 3 2 7 2 2 1]"
"Hierarchical (complete, n=10)",10,0,50,0.002287692176324924,0.05378421689151641,0.036865381973122974,0.09940445804432638,0.0537842168915164,0.03651632614190333,0.6359421489669849,0.06906678041436243,0.8100476994865373,742546.5071559534,0.20467260709806348,"[7 0 0 0 2 0 7 0 2 2 2 0 2 0 0 0 0 0 0 7 0 2 5 2 0 2 0 0 0 0 9 2 0 0 2 0 2
 2 7 2 2 2 2 2 0 0 1 2 0 0 0 0 0 2 0 5 8 2 2 0 7 5 0 0 0 0 0 0 6 0 1 0 2 2
 0 2 0 0 0 0 3 2 2 0 0 5 0 1 7 0 2 2 2 0 0 0 2 0 2 2 0 0 0 0 0 2 0 2 0 0 2
 0 0 2 0 2 0 2 0 0 0 0 2 0 5 0 0 2 2 0 0 0 2 0 2 2 2 2 0 2 7 0 0 0 0 2 2 7
 2 2 0 2 2 2 2 0 2 2 2 0 2 0 0 0 0 7 2 2 0 0 2 2 0 1 0 0 2 2 2 2 2 0 0 0 7
 2 2 0 0 5 0 7 0 0 2 2 2 2 0 2 0 2 0 5 0 2 5 2 0 2 0 0 2 0 5 2 0 2 0 0 0 0
 0 2 2 2 2 0 2 1 2 0 2 2 2 2 2 2 2 2 2 2 2 0 2 0 0 2 2 2 0 2 0 0 0 0 0 0 0
 0 0 2 0 6 2 0 2 0 5 0 2 0 5 2 2 0 0 1 0 1 2 2 0 5 0 2 2 2 2 0 2 2 2 7 0 0
 0 0 2 0 0 0 0 0 2 0 0 0 2 7 2 2 0 0 0 7 0 2 0 2 2 2 0 0 0 0 2 0 0 0 0 0 0
 0 2 0 2 0 0 0 0 0 2 0 0 2 2 0 0 0 5 0 0 2 2 2 2 1 2 2 2 0 2 0 0 4 2 2 2 0
 1 7 2 2 2 0 5 0 0 5 2 0 0 0 2 2 0 0 0 0 0 2 0 0 2 2 2 2 2 2 0 2 7 2 0 1 2
 0 0 7 0 0 2 0 0 5 0 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 0 2 2 0 0 0 0 0 2 2 0
 0 0 2 0 0 0 0 2 0 5 2 2 2 0 2 1 0 0 0 2 0 1 0 2 2 0 2 2 2 0 1 2 2 2 0 0 2
 0 2 2 7 0 0 5 2 0 0 5 0 2 2 1 0 0 2 7 2 0 0 0 2 0 2 2 0 1 2 2 5 7 2 0 0 0
 2 0 0 2 0 1 2 0 0 0 2 2 2 0 2 0 0 2 2 2 0 2 2 2 2 1 0 0 0 2 7 2 2 2 0 2 2
 0 0 0 2 2 2 2 2 2 0 0 2 0 0 0 0 0 1 1 2 2 2 0 0 0 0 2 2 2 7 2 2 2 5 0 2 0
 0 2 2 0 2 2 2 2 2 2 2 0 0 0 2 0 2 2 2 2 0 2 0 0 0 3 0 0 0 2 0 2 1 2 1 2 2
 0 2 0 0 2 2 2 2 5 0 0 7 0 2 2 2 2 2 2 7 2 0 2 0 2 0 0 0 2 2 2 1 0 2 2 2 2
 2 5 0 0 0 0 1 0 0 0 0 0 2 2 2 2 1]"
"Hierarchical (average, n=10)",10,0,50,0.002277553826629123,0.05283936578185216,0.036182152913017136,0.09791794536728912,0.05283936578185216,0.03676084505737186,0.6359421489669849,0.06950398916399346,0.8099239029353087,736481.1038474793,0.13577456038128113,"[0 3 3 3 1 3 0 3 1 1 1 3 1 3 3 3 3 3 3 0 3 1 2 1 3 1 3 3 3 3 9 1 3 3 1 3 1
 1 0 1 1 1 1 1 3 3 5 1 3 3 3 3 3 1 3 2 8 1 1 3 0 2 3 3 3 3 3 3 7 3 5 3 1 1
 3 1 3 3 3 3 0 1 1 3 3 2 3 5 0 3 1 1 1 3 3 3 1 3 1 1 3 3 3 3 3 1 3 1 3 3 1
 3 3 1 3 1 3 1 3 3 3 3 1 3 2 3 3 1 1 3 3 3 1 3 1 1 1 1 3 1 0 3 3 3 3 1 1 0
 1 1 3 1 1 1 1 3 1 1 1 3 1 3 3 3 3 0 1 1 3 3 1 1 3 5 3 3 1 1 1 1 1 3 3 3 0
 1 1 3 3 2 3 0 3 3 1 1 1 1 3 1 3 1 3 2 3 1 2 1 3 1 3 3 1 3 2 1 3 1 3 3 3 3
 3 1 1 1 1 3 1 5 1 3 1 1 1 1 1 1 1 1 1 1 1 3 1 3 3 1 1 1 3 1 3 3 3 3 3 3 3
 3 3 1 3 7 1 3 1 3 2 3 1 3 2 1 1 3 3 5 3 5 1 1 3 2 3 1 1 1 1 3 1 1 1 0 3 3
 3 3 1 3 3 3 3 3 1 3 3 3 1 0 1 1 3 3 3 0 3 1 3 1 1 1 3 3 3 3 1 3 3 3 3 3 3
 3 1 3 1 3 3 3 3 3 1 3 3 1 1 3 3 3 2 3 3 1 1 1 1 5 1 1 1 3 1 3 3 4 1 1 1 3
 5 0 1 1 1 3 2 3 3 2 1 3 3 3 1 1 3 3 3 3 3 1 3 3 1 1 1 1 1 1 3 1 0 1 3 5 1
 3 3 0 3 3 1 3 3 2 3 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 3 1 1 3 3 3 3 3 1 1 3
 3 3 1 3 3 3 3 1 3 2 1 1 1 3 1 5 3 3 3 1 3 5 3 1 1 3 1 1 1 3 5 1 1 1 3 3 1
 3 1 1 0 3 3 2 1 3 3 2 3 1 1 5 3 3 1 0 1 3 3 3 1 3 1 1 3 5 1 1 2 0 1 3 3 3
 1 3 3 1 3 5 1 3 3 3 1 1 1 3 1 3 3 1 1 1 3 1 1 1 1 5 3 3 3 1 0 1 1 1 3 1 1
 3 3 3 1 1 1 1 1 1 3 3 1 3 3 3 3 3 5 5 1 1 1 3 3 3 3 1 1 1 0 1 1 1 2 3 1 3
 3 1 1 3 1 1 1 1 1 1 1 3 3 3 1 3 1 1 1 1 3 1 3 3 3 6 3 3 3 1 3 1 5 1 5 1 1
 3 1 3 3 1 1 1 1 2 3 3 0 3 1 1 1 1 1 1 0 1 3 1 3 1 3 3 3 1 1 1 5 3 1 1 1 1
 1 2 3 3 3 3 5 3 3 3 3 3 1 1 1 1 5]"
