ari_score,nmi_score,homogeneity,completeness,v_measure,precision,recall,f1_score
0.15049484402425278,0.3962355652798767,0.27160566344557935,0.732228378398919,0.3962355652798767,0.08891477938747887,0.8619842804899595,0.16120142582771724
