0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
6.4964547,11.897792,0.0,0.0,10.338385,15.005664,18.09206,0.0,11.248153,0.0,0.0,0.6032307,0.0,17.787594,0.0,22.459578,4.6412063,10.77268,0.0,4.9373984,0.0,8.718852,8.850173,4.729647,5.044558,9.506963,2.3889108,8.717452,0.0,0.0,13.182272,8.788533
6.1279545,16.804962,0.0,0.0,13.059828,21.167465,21.593798,0.0,15.250375,0.0,0.0,2.0751817,0.0,19.69145,0.0,26.261127,6.1822515,13.460504,0.0,7.388164,0.0,9.312717,8.7097225,6.0231686,5.159622,11.901983,2.6174183,10.521386,0.0,0.0,17.565666,9.590792
7.0716248,19.617863,0.0,0.0,12.477475,22.073793,22.321009,0.0,18.247932,0.0,0.0,3.6993644,0.0,19.507498,0.0,28.270708,8.517467,12.7511835,0.0,7.730318,0.0,10.764764,10.028914,5.9834623,5.622969,13.2909565,2.1465878,10.396329,0.0,0.0,18.87571,9.205395
7.315399,19.18299,0.0,0.0,12.394199,21.867111,22.095812,0.0,17.911797,0.0,0.0,3.4339275,0.0,19.679874,0.0,28.643076,8.477914,13.093763,0.0,8.276057,0.0,10.899233,9.660033,5.8864517,5.491954,12.451603,2.4946213,10.281342,0.0,0.0,19.089146,9.231151
8.409988,18.087225,0.0,0.0,16.286766,22.96885,24.31307,0.0,18.464056,0.0,0.0,2.201628,0.0,23.22334,0.0,31.7299,7.7116385,17.329311,0.0,9.754479,0.0,11.145949,9.161152,5.74521,7.287855,10.546121,3.2172797,11.272919,0.0,0.0,19.184076,10.520122
10.845862,21.461086,0.0,0.0,13.677852,20.644098,22.629395,0.0,20.082825,0.0,0.0,3.1884189,0.0,21.800735,0.0,31.622602,8.291757,13.2145815,0.0,9.439395,0.0,13.525557,7.5023756,3.4780142,7.9628367,12.189674,1.4886537,7.998016,0.0,0.0,17.82838,11.111284
10.043704,18.405437,0.0,0.0,13.493957,18.952038,20.86575,0.0,17.918814,0.0,0.0,2.450669,0.0,21.694859,0.0,30.143887,7.374809,13.172117,0.0,8.876913,0.0,12.6332855,8.052317,2.718392,6.944769,11.531922,1.9882104,7.8214617,0.0,0.0,17.044462,9.766558
10.72939,19.11435,0.0,0.0,16.755857,19.927244,22.596195,0.0,18.632616,0.0,0.0,2.4530802,0.0,22.666382,0.0,31.137516,9.289,16.493477,0.0,10.343479,0.0,12.905875,7.6629305,3.2569897,7.3038654,10.070168,3.7372205,10.47835,0.0,0.0,17.216734,7.9615273
9.869374,18.589703,0.0,0.0,16.294632,19.343512,22.1373,0.0,17.540182,0.0,0.0,1.9381167,0.0,21.82076,0.0,29.68074,8.387661,15.063938,0.0,10.657977,0.0,11.731528,6.386021,3.423446,6.467128,9.556186,3.6301038,8.849825,0.0,0.0,16.68082,8.894846
9.616873,16.70427,0.0,0.0,14.933042,19.108019,21.7706,0.0,16.2185,0.0,0.0,1.5171309,0.0,21.637197,0.0,30.701267,5.900875,16.560959,0.0,11.251767,0.0,12.729231,7.236118,4.1883497,7.1133933,8.642475,4.786632,8.719457,0.0,0.0,16.608738,9.217898
10.705236,18.83349,0.0,0.0,15.069522,20.686491,23.318602,0.0,17.32701,0.0,0.0,2.586858,0.0,22.372223,0.0,32.294346,6.3122196,17.571356,0.0,11.75427,0.0,12.832861,7.523732,4.6365056,7.4256196,9.47661,5.39564,10.803297,0.0,0.0,18.135244,8.237733
11.273016,18.540987,0.0,0.0,14.209454,20.745358,22.574306,0.0,16.863258,0.0,0.0,2.8221843,0.0,22.244892,0.0,31.9959,5.483075,16.969055,0.0,12.392285,0.0,11.602863,6.9944315,4.4754434,7.474377,9.307251,5.737232,10.67776,0.0,0.0,17.93271,7.668307
11.615699,18.795006,0.0,0.0,14.081175,21.119385,23.004171,0.0,16.797407,0.0,0.0,3.070785,0.0,22.926222,0.0,32.741894,4.9723125,17.44061,0.0,12.758452,0.0,11.072059,7.150399,4.4129405,7.451504,9.5371475,6.170272,11.514574,0.0,0.0,18.645927,6.905824
12.080544,19.078194,0.0,0.0,13.322102,21.667986,22.994255,0.0,16.973467,0.0,0.0,3.5651388,0.0,23.52072,0.0,33.167515,4.610986,17.064648,0.0,12.854596,0.0,10.742317,7.5796824,4.288819,7.5556607,10.32893,6.6650877,12.393524,0.0,0.0,19.631449,6.243936
11.766473,18.362797,0.0,0.0,12.065528,21.835686,22.352453,0.0,16.371855,0.0,0.0,3.932674,0.0,24.107313,0.0,33.008366,3.5941522,16.418995,0.0,12.217687,0.0,9.334812,7.388691,3.6275985,6.911539,10.716024,6.3282313,12.986837,0.0,0.0,20.727295,5.6953998
11.685137,16.31261,0.0,0.0,11.673083,20.922071,19.27537,0.0,15.912297,0.0,0.0,3.3130834,0.0,23.286139,0.0,29.240051,1.3094143,12.538752,0.0,9.796854,0.0,8.287333,7.701641,4.4138703,6.980378,12.758971,6.2793045,13.248895,0.0,0.0,17.911982,5.572229
9.90255,15.957117,0.0,0.0,11.306616,21.337925,19.41218,0.0,16.656261,0.0,0.0,3.1675715,0.0,24.212097,0.0,29.685843,2.1579897,13.07917,0.0,8.508935,0.0,10.963754,11.469475,3.1205132,6.861066,14.037337,6.587103,14.019,0.0,0.0,20.370937,3.0463264
9.82896,15.843718,0.0,0.0,10.583026,21.3848,19.689861,0.0,16.131247,0.0,0.0,3.376096,0.0,24.557213,0.0,29.765942,1.9414238,12.670954,0.0,7.8491774,0.0,11.28949,11.952294,2.93417,6.8771725,14.480981,6.7543387,14.740696,0.0,0.0,21.08921,2.9120648
9.80771,15.861106,0.0,0.0,10.027695,21.571367,19.344215,0.0,15.803521,0.0,0.0,3.9008029,0.0,24.015142,0.0,29.449413,2.0000203,12.617428,0.0,7.1898837,0.0,10.810335,11.827616,2.787436,7.0090785,14.535499,6.431032,15.264433,0.0,0.0,21.205343,2.81366
11.346691,17.483015,0.0,0.0,8.912906,20.906296,19.233501,0.0,15.967953,0.0,0.0,4.7429957,0.0,24.71583,0.0,30.232433,2.9065325,11.622272,0.0,6.8483953,0.0,11.45686,11.365815,1.7839048,7.3863254,15.379607,6.0519004,15.481834,0.0,0.0,21.876463,2.849991
9.478171,15.153008,0.0,0.0,8.50628,21.859915,19.411018,0.0,14.176158,0.0,0.0,4.4447145,0.0,23.989271,0.0,28.4765,2.6907966,12.181565,0.0,5.974797,0.0,10.210109,12.106622,2.4803195,6.9217496,14.002885,6.647093,16.084654,0.0,0.0,21.56749,2.353195
9.782341,15.335659,0.0,0.0,8.607355,22.320034,20.278234,0.0,13.783839,0.0,0.0,4.579842,0.0,24.072273,0.0,29.17847,3.2651289,12.446233,0.0,6.7017856,0.0,9.982419,11.924452,2.8326461,6.8088984,13.712965,6.9574723,16.27112,0.0,0.0,21.938738,3.0482404
9.516384,14.943734,0.0,0.0,7.914972,21.892002,20.462132,0.0,12.604098,0.0,0.0,4.64069,0.0,23.784153,0.0,28.911518,3.6566732,12.490321,0.0,6.73454,0.0,9.328956,11.581599,2.7714443,6.5861588,13.343772,7.1402626,16.448557,0.0,0.0,22.311588,2.9604828
10.407146,16.463535,0.0,0.0,9.020414,23.050743,22.470198,0.0,12.666935,0.0,0.0,5.0920033,0.0,24.651722,0.0,31.320503,4.8555865,14.809522,0.0,8.522077,0.0,8.239721,10.496193,3.344495,6.993803,12.4460535,7.7432327,17.289816,0.0,0.0,23.406479,3.907139
