ari_score,nmi_score,homogeneity,completeness,v_measure,precision,recall,f1_score
0.14927903121003555,0.39232913937088554,0.2682827252040942,0.7297408671258696,0.3923291393708855,0.0889221842583187,0.86800094872025,0.16131816159203696
