ari_score,nmi_score,homogeneity,completeness,v_measure,precision,recall,f1_score
0.14927903121003555,0.3923291393708856,0.7297408671258697,0.26828272520409424,0.3923291393708856,0.4285781645058375,0.6308315448067001,0.5103986176624291
