embedding_size,window_size,algorithm,n_clusters,silhouette,calinski,davies,ari,nmi,homogeneity,completeness,v_measure,precision,recall,f1,fmi,vi,micro_precision,micro_recall,micro_f1,noise_points,noise_percentage,clustered_points,clustered_percentage,total_points_in_embedding,compared_points
150,7,"DBSCAN (euclidean, eps=2.0, min_samples=4)",5,0.9214613957846336,83178.86944676754,0.1244586306782054,0.1491032685262119,0.3832792117286906,0.26124441951226257,0.7192717710995226,0.38327921172869056,0.4167730606748237,0.5714483295065057,0.48200589801489857,0.3517313545268145,2.5471962644652635,0.2869692532942899,0.2869692532942899,0.2869692532942899,3.0,0.43923865300146414,680.0,99.56076134699853,683,683
150,7,"DBSCAN (euclidean, eps=2.0, min_samples=5)",5,0.9214613957846336,83178.86944676754,0.1244586306782054,0.1491032685262119,0.3832792117286906,0.26124441951226257,0.7192717710995226,0.38327921172869056,0.4167730606748237,0.5714483295065057,0.48200589801489857,0.3517313545268145,2.5471962644652635,0.2869692532942899,0.2869692532942899,0.2869692532942899,3.0,0.43923865300146414,680.0,99.56076134699853,683,683
150,7,"DBSCAN (euclidean, eps=2.5, min_samples=2)",5,0.9208096064253454,81858.48070178895,0.12693429270197293,0.1485720688127014,0.3815798490627906,0.25938683723599415,0.7214376441955361,0.3815798490627906,0.5249109802340012,0.5714483295065057,0.5471919654977686,0.35154020215852827,2.547347524940103,0.2869692532942899,0.2869692532942899,0.2869692532942899,1.0,0.14641288433382138,682.0,99.85358711566617,683,683
150,7,"DBSCAN (euclidean, eps=2.5, min_samples=3)",5,0.9208096064253454,81858.48070178895,0.12693429270197293,0.1485720688127014,0.3815798490627906,0.25938683723599415,0.7214376441955361,0.3815798490627906,0.5249109802340012,0.5714483295065057,0.5471919654977686,0.35154020215852827,2.547347524940103,0.2869692532942899,0.2869692532942899,0.2869692532942899,1.0,0.14641288433382138,682.0,99.85358711566617,683,683
150,7,"DBSCAN (euclidean, eps=2.5, min_samples=4)",5,0.9208096064253454,81858.48070178895,0.12693429270197293,0.1485720688127014,0.3815798490627906,0.25938683723599415,0.7214376441955361,0.3815798490627906,0.5249109802340012,0.5714483295065057,0.5471919654977686,0.35154020215852827,2.547347524940103,0.2869692532942899,0.2869692532942899,0.2869692532942899,1.0,0.14641288433382138,682.0,99.85358711566617,683,683
150,7,"DBSCAN (euclidean, eps=2.5, min_samples=5)",5,0.9208096064253454,81858.48070178895,0.12693429270197293,0.1485720688127014,0.3815798490627906,0.25938683723599415,0.7214376441955361,0.3815798490627906,0.5249109802340012,0.5714483295065057,0.5471919654977686,0.35154020215852827,2.547347524940103,0.2869692532942899,0.2869692532942899,0.2869692532942899,1.0,0.14641288433382138,682.0,99.85358711566617,683,683
150,7,"DBSCAN (euclidean, eps=3.0, min_samples=2)",5,0.9208096064253454,81858.48070178895,0.12693429270197293,0.1485720688127014,0.3815798490627906,0.25938683723599415,0.7214376441955361,0.3815798490627906,0.5249109802340012,0.5714483295065057,0.5471919654977686,0.35154020215852827,2.547347524940103,0.2869692532942899,0.2869692532942899,0.2869692532942899,1.0,0.14641288433382138,682.0,99.85358711566617,683,683
150,7,"DBSCAN (euclidean, eps=3.0, min_samples=3)",5,0.9208096064253454,81858.48070178895,0.12693429270197293,0.1485720688127014,0.3815798490627906,0.25938683723599415,0.7214376441955361,0.3815798490627906,0.5249109802340012,0.5714483295065057,0.5471919654977686,0.35154020215852827,2.547347524940103,0.2869692532942899,0.2869692532942899,0.2869692532942899,1.0,0.14641288433382138,682.0,99.85358711566617,683,683
150,7,"DBSCAN (euclidean, eps=3.0, min_samples=4)",5,0.9208096064253454,81858.48070178895,0.12693429270197293,0.1485720688127014,0.3815798490627906,0.25938683723599415,0.7214376441955361,0.3815798490627906,0.5249109802340012,0.5714483295065057,0.5471919654977686,0.35154020215852827,2.547347524940103,0.2869692532942899,0.2869692532942899,0.2869692532942899,1.0,0.14641288433382138,682.0,99.85358711566617,683,683
150,7,"DBSCAN (euclidean, eps=3.0, min_samples=5)",5,0.9208096064253454,81858.48070178895,0.12693429270197293,0.1485720688127014,0.3815798490627906,0.25938683723599415,0.7214376441955361,0.3815798490627906,0.5249109802340012,0.5714483295065057,0.5471919654977686,0.35154020215852827,2.547347524940103,0.2869692532942899,0.2869692532942899,0.2869692532942899,1.0,0.14641288433382138,682.0,99.85358711566617,683,683
150,7,"Hierarchical (average, n=10)",10,0.8048127493723104,735430.9873594654,0.13385030889320243,0.15078608981509403,0.3918978701901697,0.2689787169381283,0.7217068409234071,0.39189787019016964,0.617765861555964,0.3851550337399394,0.4744853405028901,0.3528659247494629,2.5290860302468436,0.29282576866764276,0.29282576866764276,0.29282576866764276,0.0,0.0,683.0,100.0,683,683
150,7,"Hierarchical (average, n=15)",15,0.6302334791921209,1175983.0663367505,0.23749354346289078,0.18072249288601822,0.38731595328366764,0.29437883339930165,0.5660079856108392,0.3873159532836676,0.5446688865905728,0.2598670815408368,0.3518587597596889,0.3379678771399836,2.821758424161512,0.2840409956076135,0.2840409956076135,0.2840409956076135,0.0,0.0,683.0,100.0,683,683
150,7,"Hierarchical (average, n=20)",20,0.5844523888018104,1717294.2127567134,0.32506624589961214,0.1538990257172492,0.3858363145587466,0.3144922988766667,0.49904752754751264,0.3858363145587467,0.39569848897632265,0.20663494649235709,0.2714945951260599,0.2769599578679752,3.0334239550044915,0.28111273792093705,0.28111273792093705,0.28111273792093705,0.0,0.0,683.0,100.0,683,683
150,7,"Hierarchical (average, n=25)",25,0.5775957286144423,1980745.5783844101,0.34909271162586164,0.12248075342486194,0.38765642525617344,0.3317881227316371,0.46614917878702267,0.38765642525617344,0.34773133807860496,0.18213393795482177,0.239055778210914,0.22232213417095928,3.175784886929384,0.26061493411420206,0.26061493411420206,0.26061493411420206,0.0,0.0,683.0,100.0,683,683
150,7,"Hierarchical (average, n=30)",30,0.51271019114438,2335834.553069879,0.3900972344632835,0.13057260963147996,0.3830520108910734,0.3411435851095008,0.4366991384711524,0.3830520108910733,0.2623668058259512,0.15487178642027521,0.19477208806067256,0.21579294208831512,3.329431464646477,0.26061493411420206,0.26061493411420206,0.26061493411420206,0.0,0.0,683.0,100.0,683,683
