embedding_size,window_size,algorithm,n_clusters,noise_points,silhouette,calinski,davies,ari,nmi,homogeneity,completeness,v_measure,precision,recall,f1,total_points,noise_percentage,clustered_points,clustered_percentage
50,2,"DBSCAN (euclidean, eps=0.1, min_samples=2)",44,142,0.1739608268211419,187997.62721375187,0.6317883712468451,0.11346197690147103,0.3887451659689633,0.3508121224960002,0.4358761129362393,0.38874516596896325,0.34575672824730824,0.14241566982232218,0.2017368300363902,962,14.760914760914762,820,85.23908523908524
50,2,"DBSCAN (euclidean, eps=0.1, min_samples=3)",26,178,0.25418561205353024,304972.63413775584,0.6301566377229523,0.10636784041620952,0.3630487195952847,0.31697193587730943,0.42479998091737975,0.3630487195952846,0.356979221329251,0.1626013126527886,0.2234313496429526,962,18.503118503118504,784,81.4968814968815
50,2,"DBSCAN (euclidean, eps=0.1, min_samples=4)",20,203,0.49313003386428156,393361.3228175893,0.5551405029867142,0.09964544931908904,0.3467617378064912,0.2970155286158695,0.4165240600724371,0.3467617378064912,0.42175968795274354,0.22586803313007384,0.29418762684266864,962,21.101871101871104,759,78.89812889812889
50,2,"DBSCAN (euclidean, eps=0.1, min_samples=5)",17,223,0.5227718067292714,457006.9549137135,0.5229345005033362,0.09594511949137871,0.33943292583159923,0.2894643542302579,0.41025245456020737,0.33943292583159923,0.39646958793660103,0.23912615792822567,0.29832247907722415,962,23.18087318087318,739,76.81912681912681
50,2,"DBSCAN (euclidean, eps=0.25, min_samples=2)",13,22,0.5641962419408025,110634.76744810527,0.3661042946874249,0.14823107375299155,0.39326330834435536,0.27380870996888007,0.6976096588829884,0.39326330834435536,0.4354156849674555,0.32820688547306764,0.3742854949058152,962,2.2869022869022873,940,97.71309771309772
50,2,"DBSCAN (euclidean, eps=0.25, min_samples=3)",11,26,0.6711714510545473,132008.26157830693,0.29877564071453744,0.14823107375299155,0.39326330834435536,0.27380870996888007,0.6976096588829884,0.39326330834435536,0.4354156849674555,0.32820688547306764,0.3742854949058152,962,2.7027027027027026,936,97.2972972972973
50,2,"DBSCAN (euclidean, eps=0.25, min_samples=4)",11,26,0.6711714510545473,132008.26157830693,0.29877564071453744,0.14823107375299155,0.39326330834435536,0.27380870996888007,0.6976096588829884,0.39326330834435536,0.4354156849674555,0.32820688547306764,0.3742854949058152,962,2.7027027027027026,936,97.2972972972973
50,2,"DBSCAN (euclidean, eps=0.25, min_samples=5)",9,34,0.9409789230144214,162419.21722368852,0.23315527316638482,0.14820285597117225,0.3913171568496188,0.2719015461369312,0.6977675657843196,0.3913171568496188,0.3758803303872779,0.34304511788002356,0.35871288895742,962,3.5343035343035343,928,96.46569646569647
50,2,"DBSCAN (euclidean, eps=0.5, min_samples=2)",9,5,0.6463364438303182,137636.93490707906,0.2943858673052928,0.14752244141486273,0.38814100751469555,0.26703511852069806,0.7102571587652056,0.38814100751469555,0.38250771437594405,0.38741887334654623,0.3849476303662969,962,0.5197505197505198,957,99.48024948024948
50,2,"DBSCAN (euclidean, eps=0.5, min_samples=3)",8,7,0.6627553581300758,157086.83430938688,0.258898042174991,0.14751168484226543,0.38673551550907986,0.2658363601470694,0.7093303747302045,0.38673551550907986,0.4240711786729371,0.43584623251486454,0.4298780862860601,962,0.7276507276507277,955,99.27234927234927
50,2,"DBSCAN (euclidean, eps=0.5, min_samples=4)",8,8,0.6625788953464935,157596.2833706379,0.2586484099559758,0.14751168484226543,0.38673551550907986,0.2658363601470694,0.7093303747302045,0.38673551550907986,0.4240711786729371,0.43584623251486454,0.4298780862860601,962,0.8316008316008316,954,99.16839916839916
50,2,"DBSCAN (euclidean, eps=0.5, min_samples=5)",6,16,0.932846096081671,217216.5196182359,0.15143086186049406,0.14752685588183953,0.3857104238670598,0.26474476484016174,0.7102201316769053,0.3857104238670598,0.3744486939935608,0.5129909323979405,0.4329055835561851,962,1.6632016632016633,946,98.33679833679834
50,2,"DBSCAN (euclidean, eps=0.75, min_samples=2)",5,1,0.9281749942574888,227700.61671484407,0.21647533583517156,0.14748011351206453,0.38067942796577997,0.2581902938053868,0.7242954563489425,0.38067942796577997,0.5243801946713685,0.5768548057463152,0.549367274413974,962,0.10395010395010396,961,99.8960498960499
50,2,"DBSCAN (euclidean, eps=0.75, min_samples=3)",5,1,0.9281749942574888,227700.61671484407,0.21647533583517156,0.14748011351206453,0.38067942796577997,0.2581902938053868,0.7242954563489425,0.38067942796577997,0.5243801946713685,0.5768548057463152,0.549367274413974,962,0.10395010395010396,961,99.8960498960499
50,2,"DBSCAN (euclidean, eps=0.75, min_samples=4)",5,1,0.9281749942574888,227700.61671484407,0.21647533583517156,0.14748011351206453,0.38067942796577997,0.2581902938053868,0.7242954563489425,0.38067942796577997,0.5243801946713685,0.5768548057463152,0.549367274413974,962,0.10395010395010396,961,99.8960498960499
50,2,"DBSCAN (euclidean, eps=0.75, min_samples=5)",5,1,0.9281749942574888,227700.61671484407,0.21647533583517156,0.14748011351206453,0.38067942796577997,0.2581902938053868,0.7242954563489425,0.38067942796577997,0.5243801946713685,0.5768548057463152,0.549367274413974,962,0.10395010395010396,961,99.8960498960499
50,2,"DBSCAN (euclidean, eps=1.0, min_samples=2)",5,1,0.9281749942574888,227700.61671484407,0.21647533583517156,0.14748011351206453,0.38067942796577997,0.2581902938053868,0.7242954563489425,0.38067942796577997,0.5243801946713685,0.5768548057463152,0.549367274413974,962,0.10395010395010396,961,99.8960498960499
50,2,"DBSCAN (euclidean, eps=1.0, min_samples=3)",5,1,0.9281749942574888,227700.61671484407,0.21647533583517156,0.14748011351206453,0.38067942796577997,0.2581902938053868,0.7242954563489425,0.38067942796577997,0.5243801946713685,0.5768548057463152,0.549367274413974,962,0.10395010395010396,961,99.8960498960499
50,2,"DBSCAN (euclidean, eps=1.0, min_samples=4)",5,1,0.9281749942574888,227700.61671484407,0.21647533583517156,0.14748011351206453,0.38067942796577997,0.2581902938053868,0.7242954563489425,0.38067942796577997,0.5243801946713685,0.5768548057463152,0.549367274413974,962,0.10395010395010396,961,99.8960498960499
50,2,"DBSCAN (euclidean, eps=1.0, min_samples=5)",5,1,0.9281749942574888,227700.61671484407,0.21647533583517156,0.14748011351206453,0.38067942796577997,0.2581902938053868,0.7242954563489425,0.38067942796577997,0.5243801946713685,0.5768548057463152,0.549367274413974,962,0.10395010395010396,961,99.8960498960499
50,2,"DBSCAN (euclidean, eps=1.25, min_samples=2)",5,1,0.9281749942574888,227700.61671484407,0.21647533583517156,0.14748011351206453,0.38067942796577997,0.2581902938053868,0.7242954563489425,0.38067942796577997,0.5243801946713685,0.5768548057463152,0.549367274413974,962,0.10395010395010396,961,99.8960498960499
50,2,"DBSCAN (euclidean, eps=1.25, min_samples=3)",5,1,0.9281749942574888,227700.61671484407,0.21647533583517156,0.14748011351206453,0.38067942796577997,0.2581902938053868,0.7242954563489425,0.38067942796577997,0.5243801946713685,0.5768548057463152,0.549367274413974,962,0.10395010395010396,961,99.8960498960499
50,2,"DBSCAN (euclidean, eps=1.25, min_samples=4)",5,1,0.9281749942574888,227700.61671484407,0.21647533583517156,0.14748011351206453,0.38067942796577997,0.2581902938053868,0.7242954563489425,0.38067942796577997,0.5243801946713685,0.5768548057463152,0.549367274413974,962,0.10395010395010396,961,99.8960498960499
50,2,"DBSCAN (euclidean, eps=1.25, min_samples=5)",5,1,0.9281749942574888,227700.61671484407,0.21647533583517156,0.14748011351206453,0.38067942796577997,0.2581902938053868,0.7242954563489425,0.38067942796577997,0.5243801946713685,0.5768548057463152,0.549367274413974,962,0.10395010395010396,961,99.8960498960499
50,2,"DBSCAN (euclidean, eps=1.5, min_samples=2)",5,1,0.9281749942574888,227700.61671484407,0.21647533583517156,0.14748011351206453,0.38067942796577997,0.2581902938053868,0.7242954563489425,0.38067942796577997,0.5243801946713685,0.5768548057463152,0.549367274413974,962,0.10395010395010396,961,99.8960498960499
50,2,"DBSCAN (euclidean, eps=1.5, min_samples=3)",5,1,0.9281749942574888,227700.61671484407,0.21647533583517156,0.14748011351206453,0.38067942796577997,0.2581902938053868,0.7242954563489425,0.38067942796577997,0.5243801946713685,0.5768548057463152,0.549367274413974,962,0.10395010395010396,961,99.8960498960499
50,2,"DBSCAN (euclidean, eps=1.5, min_samples=4)",5,1,0.9281749942574888,227700.61671484407,0.21647533583517156,0.14748011351206453,0.38067942796577997,0.2581902938053868,0.7242954563489425,0.38067942796577997,0.5243801946713685,0.5768548057463152,0.549367274413974,962,0.10395010395010396,961,99.8960498960499
50,2,"DBSCAN (euclidean, eps=1.5, min_samples=5)",5,1,0.9281749942574888,227700.61671484407,0.21647533583517156,0.14748011351206453,0.38067942796577997,0.2581902938053868,0.7242954563489425,0.38067942796577997,0.5243801946713685,0.5768548057463152,0.549367274413974,962,0.10395010395010396,961,99.8960498960499
50,2,"DBSCAN (euclidean, eps=1.75, min_samples=2)",5,1,0.9281749942574888,227700.61671484407,0.21647533583517156,0.14748011351206453,0.38067942796577997,0.2581902938053868,0.7242954563489425,0.38067942796577997,0.5243801946713685,0.5768548057463152,0.549367274413974,962,0.10395010395010396,961,99.8960498960499
50,2,"DBSCAN (euclidean, eps=1.75, min_samples=3)",5,1,0.9281749942574888,227700.61671484407,0.21647533583517156,0.14748011351206453,0.38067942796577997,0.2581902938053868,0.7242954563489425,0.38067942796577997,0.5243801946713685,0.5768548057463152,0.549367274413974,962,0.10395010395010396,961,99.8960498960499
50,2,"DBSCAN (euclidean, eps=1.75, min_samples=4)",5,1,0.9281749942574888,227700.61671484407,0.21647533583517156,0.14748011351206453,0.38067942796577997,0.2581902938053868,0.7242954563489425,0.38067942796577997,0.5243801946713685,0.5768548057463152,0.549367274413974,962,0.10395010395010396,961,99.8960498960499
50,2,"DBSCAN (euclidean, eps=1.75, min_samples=5)",5,1,0.9281749942574888,227700.61671484407,0.21647533583517156,0.14748011351206453,0.38067942796577997,0.2581902938053868,0.7242954563489425,0.38067942796577997,0.5243801946713685,0.5768548057463152,0.549367274413974,962,0.10395010395010396,961,99.8960498960499
50,2,"DBSCAN (euclidean, eps=2.0, min_samples=2)",5,0,0.9274887472411895,217907.0760893632,0.21676396555111238,0.14701108964352438,0.37949540380224805,0.25677947798751166,0.7268689372143164,0.37949540380224805,0.4290233268836313,0.6797257668955783,0.526031022741273,962,0.0,962,100.0
50,2,"DBSCAN (euclidean, eps=2.0, min_samples=3)",5,0,0.9274887472411895,217907.0760893632,0.21676396555111238,0.14701108964352438,0.37949540380224805,0.25677947798751166,0.7268689372143164,0.37949540380224805,0.4290233268836313,0.6797257668955783,0.526031022741273,962,0.0,962,100.0
50,2,"DBSCAN (euclidean, eps=2.0, min_samples=4)",5,0,0.9274887472411895,217907.0760893632,0.21676396555111238,0.14701108964352438,0.37949540380224805,0.25677947798751166,0.7268689372143164,0.37949540380224805,0.4290233268836313,0.6797257668955783,0.526031022741273,962,0.0,962,100.0
50,2,"DBSCAN (euclidean, eps=2.0, min_samples=5)",5,0,0.9274887472411895,217907.0760893632,0.21676396555111238,0.14701108964352438,0.37949540380224805,0.25677947798751166,0.7268689372143164,0.37949540380224805,0.4290233268836313,0.6797257668955783,0.526031022741273,962,0.0,962,100.0
50,2,"DBSCAN (euclidean, eps=2.5, min_samples=2)",5,0,0.9274887472411895,217907.0760893632,0.21676396555111238,0.14701108964352438,0.37949540380224805,0.25677947798751166,0.7268689372143164,0.37949540380224805,0.4290233268836313,0.6797257668955783,0.526031022741273,962,0.0,962,100.0
50,2,"DBSCAN (euclidean, eps=2.5, min_samples=3)",5,0,0.9274887472411895,217907.0760893632,0.21676396555111238,0.14701108964352438,0.37949540380224805,0.25677947798751166,0.7268689372143164,0.37949540380224805,0.4290233268836313,0.6797257668955783,0.526031022741273,962,0.0,962,100.0
50,2,"DBSCAN (euclidean, eps=2.5, min_samples=4)",5,0,0.9274887472411895,217907.0760893632,0.21676396555111238,0.14701108964352438,0.37949540380224805,0.25677947798751166,0.7268689372143164,0.37949540380224805,0.4290233268836313,0.6797257668955783,0.526031022741273,962,0.0,962,100.0
50,2,"DBSCAN (euclidean, eps=2.5, min_samples=5)",5,0,0.9274887472411895,217907.0760893632,0.21676396555111238,0.14701108964352438,0.37949540380224805,0.25677947798751166,0.7268689372143164,0.37949540380224805,0.4290233268836313,0.6797257668955783,0.526031022741273,962,0.0,962,100.0
50,2,"DBSCAN (euclidean, eps=3.0, min_samples=2)",4,0,0.935138998667311,157246.0015477702,0.13271746118838337,0.1454949260767808,0.36020369591786194,0.24085868993094325,0.7139787675849363,0.36020369591786194,0.3060708252712058,0.7603714943337585,0.4364559179715248,962,0.0,962,100.0
50,2,"DBSCAN (euclidean, eps=3.0, min_samples=3)",4,0,0.935138998667311,157246.0015477702,0.13271746118838337,0.1454949260767808,0.36020369591786194,0.24085868993094325,0.7139787675849363,0.36020369591786194,0.3060708252712058,0.7603714943337585,0.4364559179715248,962,0.0,962,100.0
50,2,"DBSCAN (euclidean, eps=3.0, min_samples=4)",4,0,0.935138998667311,157246.0015477702,0.13271746118838337,0.1454949260767808,0.36020369591786194,0.24085868993094325,0.7139787675849363,0.36020369591786194,0.3060708252712058,0.7603714943337585,0.4364559179715248,962,0.0,962,100.0
