presence,0,1,2,4,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33
Additive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,4.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,4.0,4.0
Animal Product,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bakery,3.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,3.571428571428571,0.0,17.857142857142858,0.0,0.0,0.0,7.142857142857142,0.0,0.0,28.57142857142857,0.0,0.0,0.0,3.571428571428571,0.0,0.0,0.0,0.0,0.0,17.857142857142858,0.0,7.142857142857142,7.142857142857142,3.571428571428571
Berry,0.0,15.151515151515152,0.0,0.0,0.0,6.0606060606060606,3.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0303030303030303,0.0,51.515151515151516,0.0,0.0,12.121212121212121,0.0,0.0,6.0606060606060606,0.0,3.0303030303030303,0.0,0.0,0.0,0.0,0.0
Beverage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,33.33333333333333,0.0,0.0,8.333333333333332,8.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,8.333333333333332,0.0
Beverage Alcoholic,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,6.666666666666667,0.0,0.0,0.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,13.333333333333334,13.333333333333334,33.33333333333333,0.0,0.0
Beverage Caffeinated,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0
Cabbage,0.0,25.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,12.5,0.0,0.0,18.75,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0
Cereal,0.0,0.0,0.0,0.0,0.0,23.809523809523807,9.523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,14.285714285714285,0.0,4.761904761904762,14.285714285714285,0.0,4.761904761904762,0.0,4.761904761904762,0.0,0.0,14.285714285714285,0.0,0.0,0.0,4.761904761904762,0.0
