presence,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25,27,28,29,30,31,33
Additive,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,8.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
Animal Product,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bakery,3.571428571428571,0.0,0.0,7.142857142857142,0.0,0.0,0.0,7.142857142857142,3.571428571428571,0.0,0.0,7.142857142857142,17.857142857142858,7.142857142857142,0.0,3.571428571428571,0.0,0.0,0.0,0.0,3.571428571428571,0.0,0.0,0.0,0.0,17.857142857142858,0.0,0.0,21.428571428571427,0.0,0.0
Berry,15.151515151515152,6.0606060606060606,0.0,0.0,0.0,0.0,54.54545454545454,0.0,0.0,12.121212121212121,0.0,0.0,0.0,3.0303030303030303,6.0606060606060606,0.0,3.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beverage,0.0,0.0,0.0,25.0,0.0,0.0,8.333333333333332,8.333333333333332,0.0,0.0,0.0,8.333333333333332,25.0,8.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0
Beverage Alcoholic,0.0,0.0,0.0,13.333333333333334,6.666666666666667,0.0,0.0,0.0,6.666666666666667,0.0,0.0,33.33333333333333,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,6.666666666666667,6.666666666666667,0.0,0.0,0.0,0.0
Beverage Caffeinated,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,33.33333333333333,16.666666666666664,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cabbage,31.25,12.5,0.0,6.25,0.0,0.0,12.5,0.0,0.0,25.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cereal,28.57142857142857,4.761904761904762,23.809523809523807,4.761904761904762,0.0,0.0,4.761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0,14.285714285714285,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dairy,0.0,0.0,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,6.25,0.0
Dish,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.3333333333333335,0.0,0.0,0.0,9.333333333333334,9.333333333333334,1.3333333333333335,0.0,0.0,0.0,0.0,0.0,1.3333333333333335,16.0,0.0,0.0,0.0,0.0,30.666666666666664,2.666666666666667,0.0,0.0,12.0,0.0
Essential Oil,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fish,0.0,0.0,0.0,8.49056603773585,0.0,0.0,0.0,0.0,3.7735849056603774,0.0,3.7735849056603774,24.528301886792452,0.0,0.0,0.0,0.9433962264150944,0.0,0.0,0.0,0.0,22.641509433962266,0.0,0.0,0.0,0.0,13.20754716981132,1.8867924528301887,0.0,0.0,20.754716981132077,0.0
Flower,20.0,40.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fruit,25.925925925925924,27.77777777777778,1.8518518518518516,0.0,0.0,0.0,11.11111111111111,0.0,0.0,18.51851851851852,0.0,0.0,0.0,0.0,14.814814814814813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fruit Citrus,50.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fruit Essence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fruit-Berry,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fungus,11.11111111111111,0.0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222,11.11111111111111,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gourd,33.33333333333333,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
