presence,0,1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,27,28,29,30,31,33
Additive,0.0,0.0,48.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
Animal Product,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bakery,0.0,28.57142857142857,7.142857142857142,3.571428571428571,0.0,3.571428571428571,0.0,0.0,0.0,17.857142857142858,3.571428571428571,0.0,0.0,0.0,7.142857142857142,0.0,0.0,0.0,0.0,7.142857142857142,0.0,0.0,21.428571428571427,0.0,0.0,0.0,0.0,0.0,0.0
Berry,0.0,0.0,0.0,18.181818181818183,0.0,0.0,0.0,0.0,18.181818181818183,0.0,0.0,54.54545454545454,0.0,0.0,0.0,0.0,3.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0303030303030303,0.0,3.0303030303030303,0.0,0.0
Beverage,0.0,8.333333333333332,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,8.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333332,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
Beverage Alcoholic,0.0,0.0,13.333333333333334,0.0,0.0,6.666666666666667,13.333333333333334,0.0,0.0,13.333333333333334,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
Beverage Caffeinated,16.666666666666664,0.0,16.666666666666664,0.0,16.666666666666664,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cabbage,0.0,0.0,6.25,37.5,0.0,0.0,0.0,0.0,25.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0
Cereal,0.0,0.0,4.761904761904762,28.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0,9.523809523809524,0.0,0.0,0.0,4.761904761904762,0.0,0.0,14.285714285714285,4.761904761904762,14.285714285714285
Dairy,0.0,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,18.75,0.0,0.0,6.25,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0
Dish,1.3333333333333335,1.3333333333333335,14.666666666666666,0.0,0.0,2.666666666666667,0.0,0.0,0.0,21.333333333333336,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.3333333333333335,0.0,0.0,45.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0
Essential Oil,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,50.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fish,0.0,0.0,8.49056603773585,0.0,0.0,5.660377358490567,0.0,3.7735849056603774,0.0,20.754716981132077,0.9433962264150944,0.0,0.0,0.0,24.528301886792452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.84905660377358,0.0,0.0,0.0,0.0,0.0,0.0
Flower,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fruit,0.0,0.0,0.0,46.2962962962963,0.0,0.0,0.0,0.0,31.48148148148148,0.0,0.0,12.962962962962962,0.0,0.0,0.0,0.0,7.4074074074074066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8518518518518516
Fruit Citrus,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,16.666666666666664,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fruit Essence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fruit-Berry,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fungus,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,11.11111111111111,55.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gourd,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Herb,0.0,0.0,0.0,26.82926829268293,0.0,0.0,0.0,2.4390243902439024,36.58536585365854,0.0,0.0,24.390243902439025,0.0,0.0,2.4390243902439024,0.0,2.4390243902439024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.878048780487805,0.0,0.0
