ari_score,nmi_score,homogeneity,completeness,v_measure,precision,recall,f1_score,precision_hungarian,recall_hungarian,f1_score_hungarian
0.419889458261023,0.5972784076086791,0.5423133095464461,0.6646418768305804,0.5972784076086791,0.3434615892575465,0.7313596202121283,0.4674152971000531,0.4981911496484937,0.6246618711662971,0.5543040985223442
