ari_score,nmi_score,homogeneity,completeness,v_measure,precision,recall,f1_score,precision_hungarian,recall_hungarian,f1_score_hungarian,micro_precision,micro_recall,micro_f1
0.12982260311276642,0.3851883350304083,0.2716487655307827,0.6617953815111951,0.3851883350304083,0.09649507982616137,0.8333683456920776,0.17296291656451593,0.4150791179878997,0.1291078869034844,0.19695430923373847,0.28046989720998533,0.28046989720998533,0.28046989720998533
