ari_score,nmi_score,homogeneity,completeness,v_measure,precision,recall,f1_score,precision_hungarian,recall_hungarian,f1_score_hungarian
0.04420825436886331,0.3511509456089219,0.2651062725724142,0.5198899068361803,0.35115094560892196,0.13268008196026596,0.734505195103517,0.22475983406117686,0.5264107789902659,0.34318697382580127,0.4154962950304766
