ari_score,nmi_score,homogeneity,completeness,v_measure,precision,recall,f1_score,precision_hungarian,recall_hungarian,f1_score_hungarian
0.5111958051724911,0.6436248793633939,0.6028487159205047,0.6903173448843406,0.6436248793633937,0.4335768506323695,0.7128244504606734,0.5391902119961121,0.5875318758204895,0.6644586273283015,0.6236319249027229
