ari_score,nmi_score,homogeneity,completeness,v_measure,precision,recall,f1_score,precision_hungarian,recall_hungarian,f1_score_hungarian
0.15176417390670244,0.39539705274411596,0.27189736627625816,0.7244548392759587,0.39539705274411596,0.10066096115865701,0.8420214464935174,0.17982448263002682,0.7170956769804696,0.4058891607240664,0.5183709569639604
