ari_score,nmi_score,homogeneity,completeness,v_measure,precision,recall,f1_score,precision_hungarian,recall_hungarian,f1_score_hungarian
0.4869505656871719,0.6914136537653675,0.6363862518424984,0.7568580811202894,0.6914136537653675,0.3450271624748119,0.7902426163133512,0.4803354632839979,0.5116829034347109,0.5714141628880787,0.5399014862498938
